,open,close,high,low,volume,money,RSI,MFI,TSI,UO,AO,MACDDI,VIP,VIN,TRIX,MI,CCI,DPO,ARU,ARD,BBH,BBL,BBM,CMF,DR,DLR
2007-01-04,2073.25,2067.09,2139.49,2054.24,10671970700.0,82381072591.0,100.0,54.563853563360595,3.5285421661954066,54.195328778803464,0.0,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,8.677552901612911,990.3797450657903,4.0,4.0,2067.09,2067.09,2067.09,-0.6985337243401675,-32.39213557759929,0.01936777199363067
2007-01-05,2051.15,2072.88,2083.4,2030.76,9274344700.0,68026060235.0,100.0,54.563853563360595,100.0,54.195328778803464,0.0,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,-66.66666666666667,987.4847450657903,8.0,4.0,2075.775,2064.195,2069.985,-0.09461926333338196,0.28010391419821534,0.27971235419732565
2007-01-08,2072.01,2131.56,2131.74,2071.72,8476790900.0,66303936118.0,100.0,54.563853563360595,100.0,54.195328778803464,0.0,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,100.00000000000183,966.9597450657902,12.0,4.0,2148.7556384633217,2032.2643615366785,2090.51,0.23004668681020427,2.8308440430705017,2.791516135965555
2007-01-09,2137.49,2200.09,2201.36,2128.06,8157762900.0,65456192715.0,100.0,54.563853563360595,100.0,54.195328778803464,0.0,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,128.90296877625084,939.5647450657902,16.0,4.0,2225.377080560488,2010.4329194395125,2117.905,0.3940234585322224,3.215016232243051,3.1644162600767523
2007-01-10,2210.76,2255.97,2255.97,2194.77,8490497900.0,68822624817.0,100.0,54.563853563360595,100.0,54.195328778803464,0.0,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,117.7881997915594,911.9517450657904,20.0,4.0,2291.9415048890714,1999.0944951109286,2145.518,0.508176697801981,2.5398960951597216,2.508176705662901
2007-01-11,2257.01,2231.63,2289.95,2224.37,8627654800.0,68730011815.0,86.95643156972434,54.563853563360595,94.7835876419675,54.195328778803464,13.694166666666206,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,95.09237409912004,897.5997450657901,20.0,4.0,2308.1472191988146,2011.5927808011859,2159.8700000000003,0.30143572927630186,-1.0789150564945338,-1.0847775506775292
2007-01-12,2215.86,2173.75,2249.54,2159.78,7652572000.0,61742830353.0,65.18313090453364,54.563853563360595,81.16666898085988,54.195328778803464,34.697428571428645,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,37.491710851116665,895.6168879229331,20.0,4.0,2299.474144829355,2024.2315694563597,2161.8528571428574,0.177929891172555,-2.593619910110556,-2.627847348192347
2007-01-15,2170.94,2287.34,2287.68,2170.94,6640309700.0,57043453710.0,77.23195314914989,54.563853563360595,75.0244414911866,54.195328778803464,52.11299999999983,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,83.0054935318092,879.9309950657903,32.0,4.0,2330.7101867751053,2024.367313224895,2177.53875,0.2576470431273494,5.225531914893633,5.093578367970153
2007-01-16,2310.96,2353.87,2354.43,2297.24,7636425400.0,67843434156.0,81.31134201467928,54.563853563360595,72.66594319730798,54.195328778803464,64.69411111111094,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,138.0081681897107,860.3386339546792,36.0,4.0,2379.170108506833,2015.0921137153896,2197.1311111111113,0.33062726746892246,2.908618744917657,2.8671211798379836
2007-01-17,2360.41,2308.93,2393.22,2266.34,8901554000.0,80008901771.0,71.93545141880077,54.563853563360595,66.73504072902551,54.195328778803464,69.53949999999986,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,105.88459168243936,849.1587450657903,36.0,4.0,2393.578411802508,2023.0435881974922,2208.311,0.26120028746233803,-1.9091963447429139,-1.9276568405802053
2007-01-18,2292.17,2317.09,2325.53,2240.21,7864860600.0,69894972894.0,72.55429036857011,54.563853563360595,63.0793165926545,54.195328778803464,72.75118181818152,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,72.78647031974025,839.2697450657902,36.0,4.0,2405.590879762549,2030.809120237452,2218.2000000000003,0.307247775885627,0.3534104541930816,0.3527874269115827
2007-01-19,2320.87,2396.09,2396.09,2320.87,8333402200.0,73538873546.0,77.68462203559011,54.563853563360595,62.08004875584785,54.195328778803464,95.99824999999919,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,120.46160245310983,-165.93416666666644,48.0,4.0,2437.617235213043,2028.43109812029,2233.0241666666666,0.3645602863328273,3.409448920844671,3.3526154124335683
2007-01-22,2424.82,2491.31,2491.71,2424.82,9389299300.0,81870488111.0,82.04191507492564,54.563853563360595,63.027640968908074,54.195328778803464,117.91507692307641,-0.1616039679390055,0.9887913428152264,0.9481100525740525,0.014580331503447893,0.0,166.34398089157708,-180.0123076923078,52.0,4.0,2492.86338507185,2012.9212303127656,2252.892307692308,0.41772205603614626,3.9739742664090194,3.8970434397791465
2007-01-23,2508.26,2508.13,2516.59,2415.11,10233761600.0,92812872354.0,82.68507022769364,70.11569914435653,63.918726020455786,54.195328778803464,131.88221428571387,-0.1616039679390055,0.6704446742895496,0.35214118842118086,0.014580331503447893,0.0,143.94042910544078,-139.56357142857178,56.00000000000001,4.0,2537.1245689140424,2005.1225739431009,2271.1235714285717,0.45305692758428723,0.6751468103126435,0.6728779008235541
